Feel free to make a copy to keep track of your applications!,,,,
,,,,
 SWE Internship List,,,,
,,,,
,,,,
Key,Count,,,
Seamgen,https://www.linkedin.com/jobs/view/software-engineering-intern-at-seamgen-4029433848,,,
Tesla,https://www.tesla.com/careers/search/job/227408?source=LinkedIn,,,
Pacific Life,https://pacificlife.wd1.myworkdayjobs.com/PacificLifeCareers/job/Newport-Beach-CA-700/Software-Engineering-Intern_R13241?source=APPLICANT_SOURCE-3-21,,,
National Indemnity Company,https://nationalindemnity.wd5.myworkdayjobs.com/NICO/job/Omaha-NE/Software-Engineering-Intern_R13250-1/apply?source=LinkedIn,,,
Brady Corporation,https://myjobs.adp.com/bradycorp/cx/job-details?rb=LinkedIn&reqId=5001071615906,,,
Kognitos,https://www.kognitos.com/careers/?ashby_jid=d63ef3cf-ea29-4259-af85-dd8def262215#apply-now,,,
Brady Corporation,https://myjobs.adp.com/bradycorp/cx/job-details?rb=LinkedIn&reqId=5001071583906,,,
Phillips Edison & Company,https://recruiting.ultipro.com/PHI1009PHED/JobBoard/d8224c32-ade8-4917-8a97-3ea2d4094e2d/OpportunityDetail?opportunityId=99019c0a-b8b2-4922-84a5-1bb7cf60a4a6&source=LinkedIn,,,
Nexteer Automotive,https://jobs.nexteer.com/job/Saginaw-2025-Information-Technology-Summer-Internship-MI/1214367000/,,,
NJEDA,https://careers-njeda.icims.com/jobs/2125/it---portal-crm-developer-intern/job?mode=apply&iis=LinkedIn,,,
Pearson,https://pearson.jobs/columbus-oh/associate-software-developer-temporary-project/FA83E44B7BA943F48B7BA40523F8A535/job/?vs=1606&utm_source=LinkedIn.com-DE&utm_medium=Social%20Media&utm_campaign=LinkedIn.com,,,
Citizens Bank,https://jobs.citizensbank.com/job/-/-/288/69866529408?utm_source=linkedin.com&utm_medium=job_posting&utm_campaign=Enterprise&utm_content=social_media&utm_term=323264451&ss=paid&dclid=COzAzLGKzogDFfBSRwEdV8Anaw,,,
Noblis,https://jobs-noblis.icims.com/jobs/24083/summer-2025--intern---.net-software-developer-%2528remote%2529/job?mode=apply&iis=LinkedIn,,,
nVent,https://nvent.wd5.myworkdayjobs.com/nVent/job/Solon-OH-US/Software-Engineering-Co-op--January---August-2025_R15493,,,
Howmet Aerospace,https://fa-exty-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/110328?utm_medium=jobshare,,,
Legrand AV,https://milestone.wd1.myworkdayjobs.com/Milestone_External/job/NJ-Fairfield/Intern---Engineering-Firmware_R03366?source=LinkedIn,,,
HDR Inc.,https://hdr.taleo.net/careersection/ex/jobdetail.ftl?src=SNS-10025&job=181000&lang=en,,,
HDR Inc.,https://hdr.taleo.net/careersection/ex/jobdetail.ftl?src=SNS-10025&job=181131&lang=en,,,
State Farm,https://jobs.statefarm.com/main/jobs/38828?lang=en-us&iis=LinkedIn&iisn=LinkedIn,,,
Micron Technology,https://careers.micron.com/careers/job/25139722?src=JB-12600&domain=micron.com&utm_source=jobright,,,
Qorvo,https://careers.qorvo.com/job/Software-Engineering-Intern-FL/1214318100/?eresc=LinkedIn,,,
Dow Jones,https://dowjones.jobs/princeton-nj/summer-2025-internship-software-engineer-intern/2641541273C946B2AEF363E4F4460C03/job/?vs=16061606,,,
Dow Jones,https://dowjones.jobs/virtual-usa/summer-2025-internship-software-development-opis/37984266FFAA409CBDECA5541C82EC43/job/?vs=16061606,,,
Dow Jones,https://dowjones.jobs/princeton-nj/summer-2025-internship-sap-intern/46F524E3C63249A1B9AB49330B27D4D2/job/?vs=16061606,,,
Rockwell Automation,https://jobs.rockwellautomation.com/job/21038464/co-op-software-engineering-mayfield-heights-oh/?codes=IND,,Updated 9/19,
Quad,https://www.bequad.com/job/-/-/11056/70083352752?p_sid=J7I8U8b&p_uid=F9icenUY09&ss=paid&utm_campaign=recruiter_information_technology&utm_content=pj_board&utm_medium=jobad&utm_source=linkedin+slotted&dclid=CJub9L7Sz4gDFTEQ0AQd-DIDdg,,,
New York Air Brake,https://careers.knorr-bremse.com/job/Watertown-Intern%2C-Software-Engineer-NY-13601/1121861501/?utm_source=LINKEDIN&utm_medium=referrer,,,
PKWare,https://www.linkedin.com/jobs/view/software-engineer-intern-at-pkware-4005096806,,,
Sierra Space,https://sierraspace.wd1.myworkdayjobs.com/Sierra_Space_External_Career_Site/job/Broomfield-CO/Simulation-Software-Engineering-Intern--Summer-2025-_R24212?source=LinkedIn,,,
Sierra Space,https://sierraspace.wd1.myworkdayjobs.com/Sierra_Space_External_Career_Site/job/Louisville-CO/Embedded-Flight-Software-Engineering-Intern--Summer-2025-_R24193?source=LinkedIn,,,
Sierra Space,https://sierraspace.wd1.myworkdayjobs.com/Sierra_Space_External_Career_Site/job/Broomfield-CO/Flight-Software-Engineering-Intern--Summer-2025-_R24191?source=LinkedIn,,,
Sierra Space,https://sierraspace.wd1.myworkdayjobs.com/Sierra_Space_External_Career_Site/job/Louisville-CO/Ground-Software-Engineering-Intern--Summer-2025-_R24202?source=LinkedIn,,,
Sierra Space,https://sierraspace.wd1.myworkdayjobs.com/Sierra_Space_External_Career_Site/job/Louisville-CO/Virtual-Reality-Engineering-Intern--Spring-Co-op-2025-_R24214?source=LinkedIn,,,
Walt Disney Imagineering,https://www.disneycareers.com/en/job/-/-/391/70069253552,,,
ARA,https://recruiting.ultipro.com/APP1010ARAI/JobBoard/07442cec-d18e-4589-ab15-8342edc29af7/OpportunityDetail?opportunityId=347684a9-cfef-40ac-8057-198a1f388c63&jobboardid=1418&source=LinkedIn,,,
ARA,https://recruiting.ultipro.com/APP1010ARAI/JobBoard/07442cec-d18e-4589-ab15-8342edc29af7/OpportunityDetail?opportunityId=4bf94de2-8eec-42be-80f6-349712a70e5e&jobboardid=1418&source=LinkedIn,,,
ARA,https://recruiting.ultipro.com/APP1010ARAI/JobBoard/07442cec-d18e-4589-ab15-8342edc29af7/OpportunityDetail?opportunityId=85dced80-fc85-4193-8345-95fa198ad552&jobboardid=1418&source=LinkedIn&utm_source=LINKEDIN,,,
ARA,https://recruiting.ultipro.com/APP1010ARAI/JobBoard/07442cec-d18e-4589-ab15-8342edc29af7/OpportunityDetail?opportunityId=d2d80a1a-73c6-46e1-9847-df37330348d9&jobboardid=1418&source=LinkedIn,,,
Motorola Solutions,https://motorolasolutions.wd5.myworkdayjobs.com/Careers/login?redirect=%2FCareers%2Fjob%2FChampaign-IL-IL169%2FCode-Platoon-2025---Research-Park-Software-Engineer-Co-Op_R49816%2Fapply%2FautofillWithResume,,,
TikTok,https://careers.tiktok.com/position/7392286092064180531/detail?spread=5MWH5CQ,,,
TikTok,https://careers.tiktok.com/position/7391921273113266441/detail?spread=5MWH5CQ,,,
Howmet Aerospace,https://fa-exty-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/110066?utm_medium=jobshare,,,
Audubon Engineering,https://recruiting.adp.com/srccar/public/nghome.guid?prc=RMPOD1&rb=LinkedIn&r=5001002202006&c=1129507&d=AudubonCompaniesCareers#/,,,
Kla,https://kla.wd1.myworkdayjobs.com/Search/job/Ann-Arbor-MI/Applications-Engineering-Intern_2425157-2?source=Job_Board_LinkedIn&bid=370,,,
Johnson & Johnson,https://jnjc.taleo.net/careersection/4/jobdetail.ftl?job=2406199309W&lang=en&src=JB-10280,,,
Honeywell,https://careers.honeywell.com/us/en/job/HONEUSREQ453882EXTERNALENUS/Software-Engineering-Electrical-Engineering-Co-op-Fall-2024-US-Persons?utm_source=jobright&utm_medium=phenom-feeds,,,
Databricks,https://www.databricks.com/company/careers/university-recruiting/software-engineering-intern-2025-6866527002?gh_jid=6866527002&gh_src=62a881d62,,,
Databricks,https://www.databricks.com/company/careers/university-recruiting/software-engineering-intern-2025-6866529002?gh_jid=6866529002&gh_src=62a881d62,,,
Georgia Tech Research Corporation,https://careers.gtri.gatech.edu/cw/en-us/job/499902/sw-dev-and-test-coop-spring-2025-asl,,,
Medpace,https://careers.medpace.com/jobs/10089?lang=en-us&iis=Job+Board&iisn=LinkedIn,,,
Insulet,https://insulet.wd5.myworkdayjobs.com/insuletcareers/job/Acton-Massachusetts/Co-op--Embedded-Software-Engineering--January---June-2025--On-site-_REQ-2024-6941?apply%3Fsource=LinkedIn&source=Linkedin,,,
Copart,https://jobs.dayforcehcm.com/en-US/copart/CANDIDATEPORTAL/jobs/31376#LI,,,
Greif,https://www.linkedin.com/jobs/view/summer-2025-integrations-intern-at-greif-4009437320/,,,
Gulfstream Aerospace,https://careers.gulfstream.com/job/Savannah-Summer-2025-IT-QA-Analyst-Intern-GA-31401/1206737800/,,,
Copart,https://jobs.dayforcehcm.com/en-US/copart/CANDIDATEPORTAL/jobs/32344#LI,,,
CGI,https://cgi.njoyn.com/corp/xweb/xweb.asp?CLID=21001&page=jobdetails&JobID=J0824-1801&lang=1,,,
Texas Instruments,https://careers.ti.com/job/20929687/software-engineering-intern-dallas-tx/?src=LinkedIn,,,
Ericsson,https://jobs.ericsson.com/careers/job/563121760620475?jobPipeline=LinkedIn&domain=ericsson.com,,,
Texas Instruments,https://careers.ti.com/job/20929681/information-technology-intern-software-dallas-tx/?src=LinkedIn,,,
Texas Instruments,https://careers.ti.com/job/20929684/information-technology-intern-infrastructure-dallas-tx/?src=LinkedIn,,,
Trimble,https://trimble.wd1.myworkdayjobs.com/TrimbleCareers/job/US---CO-Westminster/Software-Engineering-Intern_R45675?source=Linkedin,,,
Extreme Engineering Solutions,https://recruiting2.ultipro.com/EXT1002EESI/JobBoard/0effbb1e-92e9-4c74-8b58-a35b29e428c2/OpportunityDetail?opportunityId=e31c5579-a8f2-43d3-ac0a-247394f75a34,,,
Thermo Fisher Scientific,https://jobs.thermofisher.com/global/en/job/R-01267911/Information-Technology-Intern?rx_ch=jobpost&rx_job=R-01267911&rx_medium=post&rx_paid=0&rx_r=none&rx_source=linkedin&rx_ts=20240919T144203Z&rx_vp=linkedindirectindex&utm_medium=post&utm_source=recruitics_linkedindirectindex&refId=34jd24&rx_viewer=fd9061f3064611ef865aefc10dfef52a7ce0efda23e44a808f3cea7b1d086c19,,,
Nissan Motor,https://alliance.wd3.myworkdayjobs.com/en-US/nissanjobs/job/android-automotive-mobile-full-stack-developer-intern---summer-2025---farmington-hills--mi_r00174969?source=LinkedIn,,,
Cox Enterprises,https://jobs.coxenterprises.com/en/jobs/job/r202449837-enterprise-application-engineer-intern-summer-2025/?utm_campaign=bayard&utm_medium=job_board&utm_source=linkedin&source=LinkedIn_Job_Slots&_ccid=1723599617992ri00we6cl,,,
In-Q-Tel,https://careers-iqt.icims.com/jobs/1384/technology-architect-fellow---microelectronics/job?applicant_guid=5c0ef9d2-fe9c-477e-a56a-081bd516da77&iis=JobTarget&iisn=LinkedIn+-+Variable+Placement&utm_source=JobTarget&utm_medium=JobTarget+Programmatic&utm_campaign=Technology+Architect+Fellow+-+Microelectronics+%281384%29&_jtochash=66ea7d4eefa634ebe4306b46&_jtocprof=z6djTzdpzhAw6VLsBIhiQng5Nfi-OQzE,,,
CSX,https://fa-eowa-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CSXCareers/job/53080?utm_medium=jobshare&src=SNS-10294,,,
IBM,https://careers.ibm.com/job/21035338/software-developer-intern-2025-remote/?codes=SN_LinkedIn&Codes=SN_LinkedIn,,Updated 9/23,
IBM,https://careers.ibm.com/job/21035340/data-center-management-infrastructure-engineer-intern-2025-remote/?codes=SN_LinkedIn&Codes=SN_LinkedIn,,,
IBM,https://careers.ibm.com/job/21035341/cloud-engineer-intern-2025-remote/?codes=SN_LinkedIn&Codes=SN_LinkedIn,,,
IBM,https://careers.ibm.com/job/21035347/cloud-and-genai-research-intern-2025-remote/?codes=SN_LinkedIn&Codes=SN_LinkedIn,,,
"La-Z-Boy, Inc.",https://lazboy.wd1.myworkdayjobs.com/LZBCareers/job/Monroe-MI/Information-Technology--IT--Intern_JR124501?source=LinkedIn,,,
Keysight Technologies,https://jobs.keysight.com/external/jobs/44216?mode=apply&iis=LinkedIn&iisn=Linkedin&lang=en-us,,,
Fenner Precision Polymers,https://recruiting.ultipro.com/FEN1001FND/JobBoard/db890ac6-d842-481a-ab6d-e8d468263f3d/OpportunityDetail?opportunityId=5cdf3290-6aa7-4b90-b185-db6e06805d40,,,
TikTok,https://careers.tiktok.com/position/7397429810932779314/detail?spread=5MWH5CQ,,,
ABB,https://careers.abb/global/en/job/ABB1GLOBAL93286528EXTERNALENGLOBAL/Software-Engineer-Intern-Summer-2025?utm_source=jobright&utm_medium=phenom-feeds,,,
ABB,https://careers.abb/global/en/job/ABB1GLOBAL93202461EXTERNALENGLOBAL/Software-Engineering-CO-OP-Fall-2024?utm_source=jobright&utm_medium=phenom-feeds,,,
Pinterest,https://www.pinterestcareers.com/jobs/6213745/masters-software-engineering-intern-2025-usa/?source=jobright&utm_source=jobright&gh_jid=6213745,,,
Pinterest,https://www.pinterestcareers.com/jobs/6256269/mobile-engineer-intern-2025-san-francisco/?source=jobright&utm_source=jobright&gh_jid=6256269,,,
Pinterest,https://www.pinterestcareers.com/jobs/6219433/software-engineering-intern-2025-san-francisco-palo-alto-seattle/?source=jobright&utm_source=jobright&gh_jid=6219433,,,
Pinterest,https://www.pinterestcareers.com/jobs/6213897/mobile-engineer-intern-2025-usa/?source=jobright&utm_source=jobright&gh_jid=6213897,,,
Cox Enterprises,https://jobs.coxenterprises.com/en/jobs/job/r202449635-cloud-engineering-intern-summer-2025/?utm_campaign=bayard&utm_medium=job_board&utm_source=linkedin&source=LinkedIn_Job_Slots&_ccid=1723599617992ri00we6cl,,,
Applied Research Laboratory at Penn State University,https://psu.wd1.myworkdayjobs.com/PSU_Staff/job/Centre/Student-Opportunities-in-Applied-Research--SOAR--Intern_REQ_0000059721-2?source=LinkedIn,,,
Allegion,https://allegion.wd5.myworkdayjobs.com/careers/job/Golden-CO/Software-Engineering-Verification-Intern_JR30499-1?source=jobright,,,
Sompo International,https://endurance.wd1.myworkdayjobs.com/SompoInternational/login?redirect=%2FSompoInternational%2Fjob%2FAlpharetta-Georgia%2FPricing-Intern_R2233-1%2Fapply%3Fsource%3DLinkedIn,,,
SAP,https://jobs.sap.com/job/Newtown-Square-SAP-iXp-Intern-BTP-Demo-Solutions-PA-19073/1121541401/?feedId=384233&utm_campaign=SAP_Linkedin&utm_source=LinkedinJobPostings,,,
LexisNexis Risk Solutions,https://relx.wd3.myworkdayjobs.com/RiskSolutions/login?redirect=%2FRiskSolutions%2Fjob%2FAlpharetta-GA%2FRisk-Solutions-Technology-Intern_R84037%2Fapply%3Fsource%3DLinked_In,,,
Dassault Systemes,https://www.3ds.com/careers/jobs/internship-inlanguage-and-translation-quality-assurance-540946?src=SNS-102,,,
Cohere,https://jobs.lever.co/cohere/5a5e777a-8259-447d-b8bf-7b67c7b093b7/apply?source=LinkedIn,,,
EY Foundry,https://careers.cvent.com/jobs/6293?lang=en-us&iis=linkedin&iisn=jobright,,,
Astronautics,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=f9f0ceae-652e-40ed-998c-229ae75ebcbc&ccId=9200758309431_2&type=JS&lang=en_US&jobId=534543,,,
U-M Center for Entrepreneurship,https://careers.umich.edu/job_detail/254611/software-engineer-research-scientist-student-interns,,,
"ARKA Group, LP",https://recruiting.ultipro.com/DAN1006DMT/JobBoard/aab9b8ae-463c-48fc-8362-a25df8be0c77/OpportunityDetail?opportunityId=5826f3bc-7b51-42c3-ae55-d73a5120f5c9&source=LinkedIn,,,
F5,https://ffive.wd5.myworkdayjobs.com/f5jobs/job/San-Jose/Software-Engineer-Intern--San-Jose-_RP1031557?source=LinkedIn,,,
F5,https://ffive.wd5.myworkdayjobs.com/f5jobs/job/Seattle/Software-Engineer-Intern--Seattle-_RP1031548?source=LinkedIn,,,
In-Q-Tel,https://careers-iqt.icims.com/jobs/1388/technology-architect-fellow-intern---biotechnology/job?mode=prepopulate&iis=Job%2BPosting&iisn=LinkedIn,,,
Wurth Electronics ICS,https://recruiting.ultipro.com/WUR1001WGNA/JobBoard/e869ce68-a921-45eb-9467-2c7d2f5970a6/OpportunityDetail?opportunityId=2dbed4e0-c983-4e9f-ba23-05c0e537abb7&source=LinkedIn,,,
In-Q-Tel,https://careers-iqt.icims.com/jobs/1384/technology-architect-fellow---microelectronics/job?mode=prepopulate&iis=Job%2BPosting&iisn=LinkedIn,,,
Fast Enterprises,https://careers-fastenterprises.icims.com/jobs/1515/implementation-intern/job?mode=apply&iis=LinkedIn,,,
Patreon,https://jobs.ashbyhq.com/patreon/281934d5-df77-42ec-a5a1-c06563b9df2a?utm_source=LinkedinPromoted,,,
Humane,https://job-boards.greenhouse.io/humane/jobs/5323827004?gh_src=65770fba4us,,,
Keysight Technologies,https://jobs.keysight.com/external/jobs/44218?mode=apply&iis=LinkedIn&iisn=Linkedin&lang=en-us,,,
"Clarity Partners, LLC",https://recruiting.paylocity.com/Recruiting/Jobs/Details/2735355,,,
Catalyte,https://screen.catalyte.io/registration?utm_source=LinkedIn&utm_medium=Job_Board_Paid&utm_campaign=SW_Basic_2023&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1dG1fc291cmNlIjoiTGlua2VkSW4iLCJ1dG1fbWVkaXVtIjoiSm9iX0JvYXJkX1BhaWQiLCJ1dG1fY2FtcGFpZ24iOiJCYXNpY18yMDIzIiwidHJhY2siOiJTb2Z0d2FyZV9EZXZlbG9wZXIiLCJwYXJ0bmVyIjoiTGlua2VkSW4ifQ.lrerMgoP0o7WcV-8t4Yoj7EmMGtxpKIN01exghT_kVo,,,
Qualcomm,https://careers.qualcomm.com/careers/job/446701572671?hl=en-US&domain=qualcomm.com&source=APPLICANT_SOURCE-6-2,,,
Teleo,https://jobs.lever.co/teleo/63fe96ee-74dc-41eb-80bc-6f80133c9ffa,,,
RememberStuff,https://www.linkedin.com/jobs/view/software-engineering-internship-at-rememberstuff-4026779953/,,,
Teradyne,https://jobs.teradyne.com/Teradyne/job/North-Reading-Applications-Engineering-Co-op-Spring-2025-MA/1213954500/?utm_source=LINKEDIN&utm_medium=referrer,,,
Leonardo DRS,https://careers.leonardodrs.com/job/Frederick-Summer-2025-Embedded-Software-Engineer-Intern-%28CMD%29-MD-21703/1214082100/?utm_campaign=LinkedinJobPostings&utm_source=LinkedinJobPostings&applySourceOverride=LinkedIn,,,
EY Foundry,https://careers.cvent.com/jobs/4491?lang=en-us&iis=linkedin&iisn=jobright,,,
ArcBest Corporation,https://careers.arcb.com/careersmarketplace/JobDetail/Fort-Smith-Arkansas-United-States-Intern-Software-Engineer/24563?src=LinkedIn,,,
Delta Dental of Michigan,https://rhsc.wd5.myworkdayjobs.com/Delta_Dental_of_Michigan/job/Okemos-MI/Internship--Application-Development_JR100510?rb=LinkedIn,,,
Compassion International,https://compassion.wd5.myworkdayjobs.com/CompassionCareers/job/Colorado-Springs-CO/XMLNAME-2025-Summer-Internship---IT-and-Software-Engineering_R6159-1?source=LinkedIn,,,
Carlisle Construction Materials,https://recruiting.adp.com/srccar/public/nghome.guid?prc=RMPOD4&rb=LinkedIn&r=5001070493406&c=1218401&d=ExternalCareerSite-CCM#/,,,
Microchip Technology,https://wd5.myworkdaysite.com/en-US/recruiting/microchiphr/External/job/CA---Roseville/Intern---Engineering--Applications-_R2253-24?utm_campaign=LinkedIn,,,
IDeaS,https://ideas-sas.icims.com/jobs/36915/software-development-intern/job?hub=9&mobile=false&width=908&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240,,,
IDeaS,https://ideas-sas.icims.com/jobs/36907/software-engineer-in-test-intern/job?hub=9,,,
Becks Hybrids,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?jobId=516955&source=LI&cid=6b54525c-5515-46a2-8c1c-e3fd10abddec,,,
"DuCharme, McMillen & Associates",https://recruiting.ultipro.com/DUC1000DMAA/JobBoard/ecbdaaed-c8b8-4764-932d-c504fc69d8cd/OpportunityDetail?opportunityId=205ef0ca-ddff-4efa-a3bb-cb9270cb9db6&source=LinkedIn,,Updated 9/24,
Truveta,https://job-boards.greenhouse.io/truveta/jobs/5306101004,,,
Johns Hopkins Applied Physics Lab,https://careers.jhuapl.edu/jobs/55917?lang=en-us&iieid=56955439977,,,
Micron Technology,https://careers.micron.com/careers/job/25117061?src=JB-12600&domain=micron.com&utm_source=jobright,,,
Truveta,https://job-boards.greenhouse.io/truveta/jobs/5309090004,,,
Nordson,https://nordsonhcm.wd5.myworkdayjobs.com/nordsoncareers/job/USA---Minnesota---Minneapolis---5900-Golden-Hills-Drive/Software-Intern_REQ40935?source=LinkedIn,,,
Central Insurance Companies,https://us241.dayforcehcm.com/CandidatePortal/en-us/centralins/Posting/View/4786?src=LinkedIn,,,
Crown Equipment,https://us-careers.crown.com/job/New-Bremen-Software-Development-Co-Op-Spring-2025-Start%2C-Multiple-Consecutive-Semesters-OH-45869/1213936400/,,,
MAHLE,https://careers.mahle.com/job/Troy-Digitalization-Engineering-Internship-%28Jan-May-2025%29-MI-48083/1116669501/,,,
Sci Tec,https://www.linkedin.com/jobs/view/4028573678/,,,
Siemens Digital Industries Software,https://jobs.siemens.com/careers/job/563156120876807?hl=en&sourceType=PREMIUM_POST_SITE&domain=siemens.com,,,
Oracle,https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/256347?utm_medium=jobboard&utm_source=LinkedIn,,,
NetSuite,https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/256285?utm_medium=jobboard&utm_source=LinkedIn,,,
Interactive Brokers Group,https://job-boards.greenhouse.io/ibkr/jobs/7607414002?Source=Linkedin,,,
Blue Yonder,https://jda.wd5.myworkdayjobs.com/JDA_Careers/job/Dallas/Software-Engineering-Intern_243695-1?source=LinkedIn,,,
State Street Corporation,https://statestreet.wd1.myworkdayjobs.com/Global/job/Quincy-Massachusetts/Global-Technology-Service---High-School-Internship_R-757845?source=APPLICANT_SOURCE-LINKEDIN,,,
Seagate Technology,https://seagatecareers.com/job/Longmont-Test-Process-Engineering-Intern-CO-80501/1212504800/?feedId=326100&utm_campaign=Seagate_LinkedIn&source=APPLICANT_SOURCE-3-387&utm_source=LinkedInJobPostings,,,
Hypertherm Associates,https://hypertherm.wd5.myworkdayjobs.com/hypertherm-careers/job/West-Lebanon-NH/Intern---Software-Engineer_R3186?source=LinkedIn,,,
Murata Electronics (Finland),https://jobs.murata.com/Murata/job/Application-Engineering-Co-op/1213522700/?utm_campaign=lilimitedlistings&utm_source=lilimitedlistings&applySourceOverride=Linkedin%20Limited%20Listings,,,
Amazon,https://www.amazon.jobs/en/jobs/2553551/amazon-robotics-front-end-engineer-fee-co-op-july-dec-2024?cmpid=SPLICX0248M&ss=paid&utm_campaign=cxro&utm_content=job_posting&utm_medium=social_media&utm_source=jobright,,,
Vertiv,https://egup.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/20245608?utm_medium=jobshare,,,
iXL,https://www.ixl.com/company/careers?gh_jid=7535493002&gh_src=9ab9c2a12,,,
Vertiv,https://egup.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/20245119?utm_medium=jobshare,,,
Vertiv,https://egup.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/20245120?utm_medium=jobshare,,,
WebFX,https://jobs.lever.co/webfx/1032ba2b-a4fc-4625-83d5-34f43063de7b/apply?lever-source=LinkedIn,,,
Hatch Ltd,https://jobs.hatch.com/job/Los-Angeles-Student-Smart-Ports-Intern-CA-90001/1206440100/?utm_source=LINKEDIN&utm_medium=referrer,,Updated 9/26,
Artisan Partners,https://boards.greenhouse.io/artisanpartners/jobs/6204908?source=LinkedIn,,,
Heartland Business Systems,https://recruiting.paylocity.com/Recruiting/Jobs/Details/2673863?src=LinkedIn,,,
Vertiv,https://egup.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/20245332?utm_medium=jobshare,,,
Vertiv,https://egup.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/20245204?utm_medium=jobshare,,,
Honeywell,https://careers.honeywell.com/us/en/job/HONEUSREQ460347EXTERNALENUS/Software-Engineer-Computer-Science-Summer-2025-Intern-US-Person-Required?utm_source=jobright&utm_medium=phenom-feeds,,,
The Chamberlain Group,https://chamberlain.wd1.myworkdayjobs.com/Chamberlain_Group/job/Oak-Brook-IL/Intern--myQ-Middleware--Summer-2025-_JR27801?source=LinkedIn,,,
Tenaska,https://recruiting.ultipro.com/TEN1001TEINC/JobBoard/52989607-07f5-4be5-b6f7-1878fa879db5/OpportunityDetail?opportunityId=6a78c918-b264-4aef-940d-263242363086&source=LinkedIn&utm_source=LINKEDIN,,,
American Fidelity,https://jobs.americanfidelity.com/careers/job/790298719877?domain=americanfidelity.com,,,
American Fidelity,https://jobs.americanfidelity.com/careers/job/790298720949?domain=americanfidelity.com,,,
Tailored Brands,https://careers.tailoredbrands.com/main/jobs/23012431?lang=en-us,,,
CGI,https://cgi.njoyn.com/corp/xweb/xweb.asp?CLID=21001&page=jobdetails&JobID=J0824-1645&lang=1,,,
ANSYS,https://careers.ansys.com/job/Canonsburg-Spring-2025-Software-Development-Intern-Bachelors-PA-15317/1170758700/?utm_source=LINKEDIN&utm_medium=referrer,,,
SPS Commerce,https://careers-spscommerce.icims.com/jobs/8937/technology-internship/login,,,
iXL,https://www.ixl.com/company/careers?gh_jid=7535510002&gh_src=9ab9c2a12,,,
American Fidelity,https://jobs.americanfidelity.com/careers/job/790298719940?domain=americanfidelity.com,,,
Delta Air Lines,https://delta.avature.net/en_US/careers/JobDetail/Co-op-IT-Software-Engineering-Spring-2025/24659?jobId=24659&source=jobright,,,
CGI,https://cgi.njoyn.com/corp/xweb/xweb.asp?clid=21001&page=jobdetails&jobid=J0824-1757&BRID=1149936&SBDID=943,,,
CGI,https://cgi.njoyn.com/corp/xweb/xweb.asp?clid=21001&page=jobdetails&jobid=J0824-1628&BRID=1149577&SBDID=943,,,
CGI,https://cgi.njoyn.com/corp/xweb/xweb.asp?clid=21001&page=jobdetails&jobid=J0824-1619&BRID=1149560&SBDID=943,,,
Los Alamos National Laboratory,https://lanl.jobs/search/jobdetails/software-development-graduate-intern/aaf08680-47bf-4998-8753-f039a45c4e4a?utm_medium=paid_job_board&utm_campaign=jobright&utm_source=jobright,,Updated 9/29,
Enovation Controls,https://recruiting.paylocity.com/Recruiting/Jobs/Details/2727359,,,
Enovation Controls,https://recruiting.paylocity.com/Recruiting/Jobs/Details/2727460,,,
Seagate Technology,https://seagatecareers.com/job/Shakopee-Intern-Computer-Science-Engineering-Team-MN/1212551800/?feedId=326100&utm_campaign=Seagate_LinkedIn&source=APPLICANT_SOURCE-3-387&utm_source=LinkedInJobPostings,,,
NinjaTrader,https://ninjatrader.com/careers/internships/?gh_jid=4403076006&gh_src=d77af50e6us,,,
NinjaTrader,https://ninjatrader.com/careers/internships/?gh_jid=4403101006&gh_src=5ea0baff6us,,,
NinjaTrader,https://ninjatrader.com/careers/internships/?gh_jid=4403117006&gh_src=1fdcc62d6us,,,
NinjaTrader,https://ninjatrader.com/careers/internships/?gh_jid=4403107006&gh_src=ec5455116us,,,
NVIDIA,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/NVIDIA-2025-Ignite-Internships--Software-Engineering_JR1987620?source=jobright,,,
Trane Technologies,https://careers.tranetechnologies.com/global/en/job/TRTEGLOBAL2407880EXTERNALENGLOBAL/Digital-Software-Test-Engineer-Intern?utm_source=jobright&utm_medium=phenom-feeds,,,
